soru,cevap,dönem
"Lala Şahin Paşa' Eski Zağra ve Filibe'yi ne zaman fethetti?","1363 yılında Lala Şahin Paşa' Bulgar Krallığı'ndan Eski Zağra ve Filibe'yi fethetti.","kuruluş"
"Eski Zağra ve Filibe hangi devletten alındı?","1363 yılında Lala Şahin Paşa' Bulgar Krallığı'ndan Eski Zağra ve Filibe'yi fethetti.","kuruluş"
"1363 yılındaki Bulgaristan fetihleri nelerdir?","1363 yılında Lala Şahin Paşa' Bulgar Krallığı'ndan Eski Zağra ve Filibe'yi fethetti.","kuruluş"
"Lala Şahin Paşa'nın fetihleri ne zaman oldu?","1363 yılında Lala Şahin Paşa' Bulgar Krallığı'ndan Eski Zağra ve Filibe'yi fethetti.","kuruluş"
"Pençik Kanunu ne zaman çıkarıldı?","1363 yılında Pençik Kanunu çıkarıldı.","kuruluş"
"Pençik Kanunu nedir?","1363 yılında Pençik Kanunu çıkarıldı.","kuruluş"
"Osmanlı mali sisteminde Pençik Kanunu ne zaman yürürlüğe girdi?","1363 yılında Pençik Kanunu çıkarıldı.","kuruluş"
"Pençik Kanunu hangi yılda çıktı?","1363 yılında Pençik Kanunu çıkarıldı.","kuruluş"
"Sırpsındığı Zaferi ne zaman kazanıldı?","1364 yılında Sırplara karşı Sırpsındığı zaferi kazanıldı.","kuruluş"
"Sırpsındığı hangi devlete karşı kazanıldı?","1364 yılında Sırplara karşı Sırpsındığı zaferi kazanıldı.","kuruluş"
"Bu zafer ne zaman oldu?","1364 yılında Sırplara karşı Sırpsındığı zaferi kazanıldı.","kuruluş"
"Sırpsındığı Muharebesi'nin tarihi nedir?","1364 yılında Sırplara karşı Sırpsındığı zaferi kazanıldı.","kuruluş"
"Gelibolu ne zaman kaybedildi?","1366 yılında Savoyard Haçlı Seferi sonucu Gelibolu Haçlılara kaybedildi ve Bizans'a devredildi.","kuruluş"
"Gelibolu kim tarafından kaybedildi?","1366 yılında Savoyard Haçlı Seferi sonucu Gelibolu Haçlılara kaybedildi ve Bizans'a devredildi.","kuruluş"
"Savoyard Haçlı Seferi ne zaman oldu?","1366 yılında Savoyard Haçlı Seferi sonucu Gelibolu Haçlılara kaybedildi ve Bizans'a devredildi.","kuruluş"
"Gelibolu nereye devredildi?","1366 yılında Savoyard Haçlı Seferi sonucu Gelibolu Haçlılara kaybedildi ve Bizans'a devredildi.","kuruluş"
"Çirmen' Ferecik' İncüğez' Çatalca ve Küçükçekmece ne zaman fethedildi?","1366 yılında Osmanlı-Bizans Savaşı yeniden başladı ve Çirmen' Ferecik' İncüğez' Çatalca ve Küçükçekmece fethedildi.","kuruluş"
"Osmanlı-Bizans Savaşı ne zaman yeniden başladı?","1366 yılında Osmanlı-Bizans Savaşı yeniden başladı ve Çirmen' Ferecik' İncüğez' Çatalca ve Küçükçekmece fethedildi.","kuruluş"
"1366 yılında hangi fetihler yapıldı?","1366 yılında Osmanlı-Bizans Savaşı yeniden başladı ve Çirmen' Ferecik' İncüğez' Çatalca ve Küçükçekmece fethedildi.","kuruluş"
"Bu yerler hangi savaşta alındı?","1366 yılında Osmanlı-Bizans Savaşı yeniden başladı ve Çirmen' Ferecik' İncüğez' Çatalca ve Küçükçekmece fethedildi.","kuruluş"
"Bulgar Krallığı ile savaş ne zaman başladı?","1367 yılında Bulgar Krallığı ile savaş başladı.","kuruluş"
"Osmanlı-Bulgar savaşı ne zaman başladı?","1367 yılında Bulgar Krallığı ile savaş başladı.","kuruluş"
"1367'de hangi devletle savaş başladı?","1367 yılında Bulgar Krallığı ile savaş başladı.","kuruluş"
"Bulgaristan'a karşı savaş hangi yılda başladı?","1367 yılında Bulgar Krallığı ile savaş başladı.","kuruluş"
"Aydos' Karin Ovası ve Süzebolu ne zaman fethedildi?","1368 yılında Bulgarlardan Aydos ve Karin Ovası' Bizans'tan Süzebolu fethedildi.","kuruluş"
"Aydos ve Karin Ovası kimden alındı?","1368 yılında Bulgarlardan Aydos ve Karin Ovası' Bizans'tan Süzebolu fethedildi.","kuruluş"
"Süzebolu kimden alındı?","1368 yılında Bulgarlardan Aydos ve Karin Ovası' Bizans'tan Süzebolu fethedildi.","kuruluş"
"1368 fetihleri nelerdir?","1368 yılında Bulgarlardan Aydos ve Karin Ovası' Bizans'tan Süzebolu fethedildi.","kuruluş"
"Kırklareli' Pınarhisar ve Vize ne zaman fethedildi?","1369 yılında Bizans'tan Kırklareli' Pınarhisar ve Vize fethedildi.","kuruluş"
"Bu yerler hangi devletten alındı?","1369 yılında Bizans'tan Kırklareli' Pınarhisar ve Vize fethedildi.","kuruluş"
"1369 yılındaki Trakya fetihleri nelerdir?","1369 yılında Bizans'tan Kırklareli' Pınarhisar ve Vize fethedildi.","kuruluş"
"Vize ne zaman fethedildi?","1369 yılında Bizans'tan Kırklareli' Pınarhisar ve Vize fethedildi.","kuruluş"
"Kızılcaağaç Yenicesi' Yanbolu' İslimiye' İhtiman ve Samokov ne zaman fethedildi?","1369 yılında Bulgar Krallığı'ndan Kızılcaağaç Yenicesi' Yanbolu' İslimiye' İhtiman ve Samokov fethedildi' ayrıca Sırplara karşı Çamurluova zaferi kazanıldı.","kuruluş"
"Çamurluova Zaferi ne zaman kazanıldı?","1369 yılında Bulgar Krallığı'ndan Kızılcaağaç Yenicesi' Yanbolu' İslimiye' İhtiman ve Samokov fethedildi' ayrıca Sırplara karşı Çamurluova zaferi kazanıldı.","kuruluş"
"Bu fetihler hangi yılda yapıldı?","1369 yılında Bulgar Krallığı'ndan Kızılcaağaç Yenicesi' Yanbolu' İslimiye' İhtiman ve Samokov fethedildi' ayrıca Sırplara karşı Çamurluova zaferi kazanıldı.","kuruluş"
"Çamurluova zaferi hangi devlete karşı kazanıldı?","1369 yılında Bulgar Krallığı'ndan Kızılcaağaç Yenicesi' Yanbolu' İslimiye' İhtiman ve Samokov fethedildi' ayrıca Sırplara karşı Çamurluova zaferi kazanıldı.","kuruluş"
"Çirmen Zaferi ne zaman kazanıldı?","1371 yılında Sırplara karşı Çirmen zaferi kazanıldı.","kuruluş"
"Çirmen zaferi hangi devlete karşı kazanıldı?","1371 yılında Sırplara karşı Çirmen zaferi kazanıldı.","kuruluş"
"Sırplara karşı kesin zafer ne zaman elde edildi?","1371 yılında Sırplara karşı Çirmen zaferi kazanıldı.","kuruluş"
"Çirmen Muharebesi ne zaman oldu?","1371 yılında Sırplara karşı Çirmen zaferi kazanıldı.","kuruluş"
"Bizans'la barış ne zaman yapıldı?","1372 yılında Bizans'la barış yapıldı ve Bizans tâbi statüsüne girdi.","kuruluş"
"Bizans ne zaman Osmanlı'ya tâbi oldu?","1372 yılında Bizans'la barış yapıldı ve Bizans tâbi statüsüne girdi.","kuruluş"
"1372'de Bizans'a ne oldu?","1372 yılında Bizans'la barış yapıldı ve Bizans tâbi statüsüne girdi.","kuruluş"
"Bizans'ın tâbi olması hangi yılda oldu?","1372 yılında Bizans'la barış yapıldı ve Bizans tâbi statüsüne girdi.","kuruluş"
"Savcı Bey'in isyanı ne zaman başladı?","1373 yılında Savcı Bey'in isyanı başladı ve Pikridion zaferi kazanıldı; 1374 yılında Kite Zaferi ile isyan tamamen bastırıldı.","kuruluş"
"Pikridion zaferi ne zaman kazanıldı?","1373 yılında Savcı Bey'in isyanı başladı ve Pikridion zaferi kazanıldı; 1374 yılında Kite Zaferi ile isyan tamamen bastırıldı.","kuruluş"
"Kite Zaferi ne zaman kazanıldı?","1373 yılında Savcı Bey'in isyanı başladı ve Pikridion zaferi kazanıldı; 1374 yılında Kite Zaferi ile isyan tamamen bastırıldı.","kuruluş"
"İsyan ne zaman tamamen bastırıldı?","1373 yılında Savcı Bey'in isyanı başladı ve Pikridion zaferi kazanıldı; 1374 yılında Kite Zaferi ile isyan tamamen bastırıldı.","kuruluş"
"Gelibolu ne zaman Osmanlılara iade edildi?","1377 yılında Gelibolu Bizans tarafından Osmanlılara iade edildi.","kuruluş"
"Gelibolu'yu kim iade etti?","1377 yılında Gelibolu Bizans tarafından Osmanlılara iade edildi.","kuruluş"
"Gelibolu'nun iadesi hangi yılda oldu?","1377 yılında Gelibolu Bizans tarafından Osmanlılara iade edildi.","kuruluş"
"Bizans Gelibolu'yu ne zaman geri verdi?","1377 yılında Gelibolu Bizans tarafından Osmanlılara iade edildi.","kuruluş"
"Bursa Düğünü ne zaman yapıldı?","1381 Bursa Düğünü ile Germiyan Beyliği'nden Kütahya' Simav' Emet' Tavşanlı ve Gediz devralındı; Hamid Beyliği'nden Akşehir' Beyşehir' Seydişehir' Yalvaç' Karaağaç ve Isparta satın alındı.","kuruluş"
"Bu düğünle hangi topraklar alındı?","1381 Bursa Düğünü ile Germiyan Beyliği'nden Kütahya' Simav' Emet' Tavşanlı ve Gediz devralındı; Hamid Beyliği'nden Akşehir' Beyşehir' Seydişehir' Yalvaç' Karaağaç ve Isparta satın alındı.","kuruluş"
"Germiyan Beyliği'nden hangi yerler alındı?","1381 Bursa Düğünü ile Germiyan Beyliği'nden Kütahya' Simav' Emet' Tavşanlı ve Gediz devralındı; Hamid Beyliği'nden Akşehir' Beyşehir' Seydişehir' Yalvaç' Karaağaç ve Isparta satın alındı.","kuruluş"
"Hamid Beyliği'nden hangi topraklar satın alındı?","1381 Bursa Düğünü ile Germiyan Beyliği'nden Kütahya' Simav' Emet' Tavşanlı ve Gediz devralındı; Hamid Beyliği'nden Akşehir' Beyşehir' Seydişehir' Yalvaç' Karaağaç ve Isparta satın alındı.","kuruluş"
"I. Kosova Zaferi ne zaman kazanıldı?","1389 yılında I. Kosova Zaferi ile Sırp ordusu yenilgiye uğratıldı' ancak I. Murat savaş alanında öldürüldü.","kuruluş"
"I. Murat nerede öldü?","1389 yılında I. Kosova Zaferi ile Sırp ordusu yenilgiye uğratıldı' ancak I. Murat savaş alanında öldürüldü.","kuruluş"
"Kosova Savaşı'nda hangi padişah şehit oldu?","1389 yılında I. Kosova Zaferi ile Sırp ordusu yenilgiye uğratıldı' ancak I. Murat savaş alanında öldürüldü.","kuruluş"
"Sırp ordusu ne zaman yenildi?","1389 yılında I. Kosova Zaferi ile Sırp ordusu yenilgiye uğratıldı' ancak I. Murat savaş alanında öldürüldü.","kuruluş"
"Yıldırım Bayezid ne zaman tahta geçti?","1389 yılında I. Murat'ın vefatı üzerine Yıldırım Bayezid tahta geçti ve hemen ardından kardeşi Yakub'u katlederek tek başına yönetimi ele aldı.","kuruluş"
"Bayezid tahta çıktıktan sonra hangi kardeşini öldürdü?","1389 yılında I. Murat'ın vefatı üzerine Yıldırım Bayezid tahta geçti ve hemen ardından kardeşi Yakub'u katlederek tek başına yönetimi ele aldı.","kuruluş"
"Kardeş katli ilk kez ne zaman yapıldı?","1389 yılında I. Murat'ın vefatı üzerine Yıldırım Bayezid tahta geçti ve hemen ardından kardeşi Yakub'u katlederek tek başına yönetimi ele aldı.","kuruluş"
"Yakub Çelebi ne zaman öldürüldü?","1389 yılında I. Murat'ın vefatı üzerine Yıldırım Bayezid tahta geçti ve hemen ardından kardeşi Yakub'u katlederek tek başına yönetimi ele aldı.","kuruluş"
"Aydın' Saruhan' Germiyan ve Menteşe beylikleri ne zaman ilhak edildi?","1390 yılında Aydın' Saruhan' Germiyan ve Menteşe beylikleri ilhak edilerek Anadolu Türk birliği sağlandı.","kuruluş"
"Bu beylikleri kim ilhak etti?","1390 yılında Aydın' Saruhan' Germiyan ve Menteşe beylikleri ilhak edilerek Anadolu Türk birliği sağlandı.","kuruluş"
"Anadolu Türk birliği ne zaman sağlandı?","1390 yılında Aydın' Saruhan' Germiyan ve Menteşe beylikleri ilhak edilerek Anadolu Türk birliği sağlandı.","kuruluş"
"Hangi yılda dört beylik Osmanlı'ya katıldı?","1390 yılında Aydın' Saruhan' Germiyan ve Menteşe beylikleri ilhak edilerek Anadolu Türk birliği sağlandı.","kuruluş"
"İstanbul ilk kez ne zaman kuşatıldı?","1391 yılında İstanbul kuşatıldı.","kuruluş"
"İstanbul'un ilk kuşatması hangi yılda oldu?","1391 yılında İstanbul kuşatıldı.","kuruluş"
"İstanbul'u ilk kuşatan padişah kimdir?","1391 yılında İstanbul kuşatıldı.","kuruluş"
"1391'de ne kuşatıldı?","1391 yılında İstanbul kuşatıldı.","kuruluş"
"Niğbolu Zaferi ne zaman kazanıldı?","1396 yılında Niğbolu Zaferi ile Haçlı ordusu ağır yenilgiye uğratıldı ve Vidin Çarlığı ilhak edildi.","kuruluş"
"Niğbolu'da hangi devlet ilhak edildi?","1396 yılında Niğbolu Zaferi ile Haçlı ordusu ağır yenilgiye uğratıldı ve Vidin Çarlığı ilhak edildi.","kuruluş"
"Haçlı ordusu hangi savaşta yenildi?","1396 yılında Niğbolu Zaferi ile Haçlı ordusu ağır yenilgiye uğratıldı ve Vidin Çarlığı ilhak edildi.","kuruluş"
"Vidin Çarlığı ne zaman ilhak edildi?","1396 yılında Niğbolu Zaferi ile Haçlı ordusu ağır yenilgiye uğratıldı ve Vidin Çarlığı ilhak edildi.","kuruluş"
"Malatya ve Elbistan ne zaman ele geçirildi?","1399 yılında Yıldırım Beyazıt' Memlüklere ait Malatya ve Elbistan'ı ele geçirdi.","kuruluş"
"Bu yerleri kim ele geçirdi?","1399 yılında Yıldırım Beyazıt' Memlüklere ait Malatya ve Elbistan'ı ele geçirdi.","kuruluş"
"Memlüklerden hangi topraklar alındı?","1399 yılında Yıldırım Beyazıt' Memlüklere ait Malatya ve Elbistan'ı ele geçirdi.","kuruluş"
"Yıldırım Bayezid'in Memlük seferi ne zaman oldu?","1399 yılında Yıldırım Beyazıt' Memlüklere ait Malatya ve Elbistan'ı ele geçirdi.","kuruluş"
"Bursa Ulu Cami ne zaman inşa edildi?","1400 yılında Bursa'da Yıldırım Bayezid tarafından Ulu Cami ve ilk Osmanlı darüşşifası inşa edildi.","kuruluş"
"Ulu Cami'yi kim yaptırdı?","1400 yılında Bursa'da Yıldırım Bayezid tarafından Ulu Cami ve ilk Osmanlı darüşşifası inşa edildi.","kuruluş"
"İlk Osmanlı darüşşifası nerede kuruldu?","1400 yılında Bursa'da Yıldırım Bayezid tarafından Ulu Cami ve ilk Osmanlı darüşşifası inşa edildi.","kuruluş"
"Darüşşifa ne zaman kuruldu?","1400 yılında Bursa'da Yıldırım Bayezid tarafından Ulu Cami ve ilk Osmanlı darüşşifası inşa edildi.","kuruluş"
"Ankara Muharebesi ne zaman yapıldı?","1402 Ankara Muharebesi'nde Yıldırım Bayezid' Timur'a yenilerek esir düştü ve bu olay Fetret Devri'nin başlangıcı oldu.","fetret"
"Yıldırım Bayezid hangi savaşta esir düştü?","1402 Ankara Muharebesi'nde Yıldırım Bayezid' Timur'a yenilerek esir düştü ve bu olay Fetret Devri'nin başlangıcı oldu.","fetret"
"Timur Yıldırım Bayezid'i ne zaman yendi?","1402 Ankara Muharebesi'nde Yıldırım Bayezid' Timur'a yenilerek esir düştü ve bu olay Fetret Devri'nin başlangıcı oldu.","fetret"
"Fetret Devri ne zaman başladı?","1402 Ankara Muharebesi'nde Yıldırım Bayezid' Timur'a yenilerek esir düştü ve bu olay Fetret Devri'nin başlangıcı oldu.","fetret"
"Fetret Devri hangi yıllar arasında sürdü?","1402 ile 1413 yılları arasında süren Fetret Devri'nde şehzadeler arasında taht kavgaları yaşandı.","fetret"
"Fetret Devri'nde ne yaşandı?","1402 ile 1413 yılları arasında süren Fetret Devri'nde şehzadeler arasında taht kavgaları yaşandı.","fetret"
"İç savaş dönemi ne zaman başladı?","1402 ile 1413 yılları arasında süren Fetret Devri'nde şehzadeler arasında taht kavgaları yaşandı.","fetret"
"Fetret Devri ne zaman sona erdi?","1402 ile 1413 yılları arasında süren Fetret Devri'nde şehzadeler arasında taht kavgaları yaşandı.","fetret"
"I. Mehmed' Musa Çelebi'yi ne zaman mağlup etti?","1413 yılında I. Mehmed' Musa Çelebi'yi mağlup ederek Osmanlı tahtında tek başına hakimiyet kurdu.","fetret"
"Osmanlı birliğini kim sağladı?","1413 yılında I. Mehmed' Musa Çelebi'yi mağlup ederek Osmanlı tahtında tek başına hakimiyet kurdu.","fetret"
"Fetret Devri'ni kim bitirdi?","1413 yılında I. Mehmed' Musa Çelebi'yi mağlup ederek Osmanlı tahtında tek başına hakimiyet kurdu.","fetret"
"Musa Çelebi ne zaman yenildi?","1413 yılında I. Mehmed' Musa Çelebi'yi mağlup ederek Osmanlı tahtında tek başına hakimiyet kurdu.","fetret"
"Şeyh Bedreddin isyanı ne zaman patlak verdi?","1416 yılında Şeyh Bedreddin isyanı patlak verdi ve Çavlı Bey'in donanması Gelibolu Muharebesi'nde Venediklilere yenildi.","fetret"
"Gelibolu Muharebesi'nde Osmanlı donanması kime yenildi?","1416 yılında Şeyh Bedreddin isyanı patlak verdi ve Çavlı Bey'in donanması Gelibolu Muharebesi'nde Venediklilere yenildi.","fetret"
"Venedikliler Osmanlı donanmasını ne zaman yendi?","1416 yılında Şeyh Bedreddin isyanı patlak verdi ve Çavlı Bey'in donanması Gelibolu Muharebesi'nde Venediklilere yenildi.","fetret"
"Şeyh Bedreddin isyanı nedir?","1416 yılında Şeyh Bedreddin isyanı patlak verdi ve Çavlı Bey'in donanması Gelibolu Muharebesi'nde Venediklilere yenildi.","fetret"
"Yeşil Cami ne zaman yaptırıldı?","1419-1424 yıllarında I. Mehmed tarafından Bursa'da Hacı İvaz'a Yeşil Cami yaptırıldı.","fetret"
"Yeşil Cami'yi kim yaptırdı?","1419-1424 yıllarında I. Mehmed tarafından Bursa'da Hacı İvaz'a Yeşil Cami yaptırıldı.","fetret"
"Yeşil Cami nerede yapıldı?","1419-1424 yıllarında I. Mehmed tarafından Bursa'da Hacı İvaz'a Yeşil Cami yaptırıldı.","fetret"
"Hacı İvaz kimdir?","1419-1424 yıllarında I. Mehmed tarafından Bursa'da Hacı İvaz'a Yeşil Cami yaptırıldı.","fetret"
"I. Mehmed ne zaman öldü?","1421 yılında I. Mehmed öldü ve II. Murad tahta geçti; hemen ardından Bizans ile savaş başladı.","fetret"
"II. Murad ne zaman tahta geçti?","1421 yılında I. Mehmed öldü ve II. Murad tahta geçti; hemen ardından Bizans ile savaş başladı.","fetret"
"Tahta geçer geçmez kiminle savaş başladı?","1421 yılında I. Mehmed öldü ve II. Murad tahta geçti; hemen ardından Bizans ile savaş başladı.","fetret"
"1421'de tahta kim çıktı?","1421 yılında I. Mehmed öldü ve II. Murad tahta geçti; hemen ardından Bizans ile savaş başladı.","fetret"
"İlk kapsamlı İstanbul Kuşatması ne zaman yapıldı?","1422 yılında Osmanlılar tarafından ilk kapsamlı İstanbul Kuşatması gerçekleştirildi.","fetret"
"1422'de ne kuşatıldı?","1422 yılında Osmanlılar tarafından ilk kapsamlı İstanbul Kuşatması gerçekleştirildi.","fetret"
"Bu kuşatmayı kim yaptı?","1422 yılında Osmanlılar tarafından ilk kapsamlı İstanbul Kuşatması gerçekleştirildi.","fetret"
"İstanbul'un ilk ciddi kuşatması hangi padişah döneminde oldu?","1422 yılında Osmanlılar tarafından ilk kapsamlı İstanbul Kuşatması gerçekleştirildi.","fetret"
"Turahan Bey'in Mora Seferi ne zaman oldu?","1423 yılında Turahan Bey Mora Seferi'ne çıkarak Davia Zaferi ile Bizans'ın Mora'daki direncini kırdı.","fetret"
"Davia Zaferi ne zaman kazanıldı?","1423 yılında Turahan Bey Mora Seferi'ne çıkarak Davia Zaferi ile Bizans'ın Mora'daki direncini kırdı.","fetret"
"Davia Zaferi'ni kim kazandı?","1423 yılında Turahan Bey Mora Seferi'ne çıkarak Davia Zaferi ile Bizans'ın Mora'daki direncini kırdı.","fetret"
"Mora Seferi'nin amacı neydi?","1423 yılında Turahan Bey Mora Seferi'ne çıkarak Davia Zaferi ile Bizans'ın Mora'daki direncini kırdı.","fetret"
"Selanik ne zaman kesin olarak fethedildi?","1430 yılında Selanik kesin olarak fethedildi ve Venedik ile barış antlaşması imzalandı.","fetret"
"Venedik ile barış ne zaman yapıldı?","1430 yılında Selanik kesin olarak fethedildi ve Venedik ile barış antlaşması imzalandı.","fetret"
"Selanik'i kim fethetti?","1430 yılında Selanik kesin olarak fethedildi ve Venedik ile barış antlaşması imzalandı.","fetret"
"Selanik'in fethi hangi yılda tamamlandı?","1430 yılında Selanik kesin olarak fethedildi ve Venedik ile barış antlaşması imzalandı.","fetret"
"Edirne-Segedin Antlaşması ne zaman imzalandı?","1444 yılında Edirne-Segedin Antlaşması ile Macaristan ile barış yapıldı ve Yenişehir Sevgendnamesi ile Karaman Beyliği ile anlaşmaya varıldı.","fetret"
"Bu antlaşma kiminle yapıldı?","1444 yılında Edirne-Segedin Antlaşması ile Macaristan ile barış yapıldı ve Yenişehir Sevgendnamesi ile Karaman Beyliği ile anlaşmaya varıldı.","fetret"
"Yenişehir Sevgendnamesi nedir?","1444 yılında Edirne-Segedin Antlaşması ile Macaristan ile barış yapıldı ve Yenişehir Sevgendnamesi ile Karaman Beyliği ile anlaşmaya varıldı.","fetret"
"Karaman Beyliği ile ne zaman anlaşıldı?","1444 yılında Edirne-Segedin Antlaşması ile Macaristan ile barış yapıldı ve Yenişehir Sevgendnamesi ile Karaman Beyliği ile anlaşmaya varıldı.","fetret"
"Varna Zaferi ne zaman kazanıldı?","1444 yılında Macar-Haçlı ordusuna karşı Varna zaferi kazanıldı.","fetret"
"Varna'da kim yenildi?","1444 yılında Macar-Haçlı ordusuna karşı Varna zaferi kazanıldı.","fetret"
"Varna Savaşı hangi yılda oldu?","1444 yılında Macar-Haçlı ordusuna karşı Varna zaferi kazanıldı.","fetret"
"Bu zaferi kim kazandı?","1444 yılında Macar-Haçlı ordusuna karşı Varna zaferi kazanıldı.","fetret"
"Buçuktepe Vakası ne zaman oldu?","1446 Buçuktepe Vakası ile II. Mehmed tahttan indirildi ve II. Murad ikinci kez padişah oldu.","fetret"
"Buçuktepe Vakası sonucunda kim tahttan indirildi?","1446 Buçuktepe Vakası ile II. Mehmed tahttan indirildi ve II. Murad ikinci kez padişah oldu.","fetret"
"II. Murad ne zaman ikinci kez padişah oldu?","1446 Buçuktepe Vakası ile II. Mehmed tahttan indirildi ve II. Murad ikinci kez padişah oldu.","fetret"
"II. Mehmed neden tahttan indirildi?","1446 Buçuktepe Vakası ile II. Mehmed tahttan indirildi ve II. Murad ikinci kez padişah oldu.","fetret"
"II. Kosova Zaferi ne zaman kazanıldı?","1448 yılında II. Kosova Zaferi ile Macar-Haçlı ordusu kesin olarak yenilgiye uğratıldı.","fetret"
"Bu zafer hangi devletlere karşı kazanıldı?","1448 yılında II. Kosova Zaferi ile Macar-Haçlı ordusu kesin olarak yenilgiye uğratıldı.","fetret"
"II. Kosova Muharebesi ne zaman oldu?","1448 yılında II. Kosova Zaferi ile Macar-Haçlı ordusu kesin olarak yenilgiye uğratıldı.","fetret"
"János Hunyadi ne zaman yenildi?","1448 yılında II. Kosova Zaferi ile Macar-Haçlı ordusu kesin olarak yenilgiye uğratıldı.","fetret"
"Fatih Sultan Mehmed İstanbul'u ne zaman fethetti?","1453 yılında II. Mehmed İstanbul'u fethederek Bizans İmparatorluğu'na son verdi ve Ayasofya camiye çevrildi.","yükseliş"
